"GEO_ID","NAME","B19013_001E","B19013_001EA","B19013_001M","B19013_001MA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2020 inflation-adjusted dollars)",
"1500000US360050289002","Block Group 2, Census Tract 289, Bronx County, New York","26288","null","16749","null",
"1500000US360050289003","Block Group 3, Census Tract 289, Bronx County, New York","58846","null","17877","null",
"1500000US360050289004","Block Group 4, Census Tract 289, Bronx County, New York","56080","null","13106","null",
"1500000US360050293010","Block Group 0, Census Tract 293.01, Bronx County, New York","-","-","**","**",
"1500000US360050293011","Block Group 1, Census Tract 293.01, Bronx County, New York","128750","null","39045","null",
"1500000US360050293012","Block Group 2, Census Tract 293.01, Bronx County, New York","136250","null","63390","null",
"1500000US360050293021","Block Group 1, Census Tract 293.02, Bronx County, New York","145038","null","31715","null",
"1500000US360050293022","Block Group 2, Census Tract 293.02, Bronx County, New York","92841","null","45875","null",
"1500000US360050293023","Block Group 3, Census Tract 293.02, Bronx County, New York","106890","null","39373","null",
"1500000US360050293024","Block Group 4, Census Tract 293.02, Bronx County, New York","110343","null","26071","null",
"1500000US360050295001","Block Group 1, Census Tract 295, Bronx County, New York","82188","null","32356","null",
"1500000US360050295002","Block Group 2, Census Tract 295, Bronx County, New York","96311","null","9538","null",
"1500000US360050295003","Block Group 3, Census Tract 295, Bronx County, New York","99200","null","59496","null",
"1500000US360050295004","Block Group 4, Census Tract 295, Bronx County, New York","91852","null","34191","null",
"1500000US360050296001","Block Group 1, Census Tract 296, Bronx County, New York","48919","null","3865","null",
"1500000US360050296002","Block Group 2, Census Tract 296, Bronx County, New York","76023","null","47417","null",
"1500000US360050297001","Block Group 1, Census Tract 297, Bronx County, New York","82250","null","19629","null",
"1500000US360050297002","Block Group 2, Census Tract 297, Bronx County, New York","96591","null","34170","null",
"1500000US360050297003","Block Group 3, Census Tract 297, Bronx County, New York","97386","null","39971","null",
"1500000US360050300001","Block Group 1, Census Tract 300, Bronx County, New York","122838","null","40574","null",
"1500000US360050300002","Block Group 2, Census Tract 300, Bronx County, New York","122230","null","62958","null",
"1500000US360050300003","Block Group 3, Census Tract 300, Bronx County, New York","68971","null","45623","null",
"1500000US360050300004","Block Group 4, Census Tract 300, Bronx County, New York","53597","null","34490","null",
"1500000US360050300005","Block Group 5, Census Tract 300, Bronx County, New York","58689","null","22660","null",
"1500000US360050300006","Block Group 6, Census Tract 300, Bronx County, New York","66381","null","13787","null",
"1500000US360050301001","Block Group 1, Census Tract 301, Bronx County, New York","100500","null","27874","null",
"1500000US360050301002","Block Group 2, Census Tract 301, Bronx County, New York","19063","null","6224","null",
"1500000US360050302011","Block Group 1, Census Tract 302.01, Bronx County, New York","-","-","**","**",
"1500000US360050302012","Block Group 2, Census Tract 302.01, Bronx County, New York","-","-","**","**",
"1500000US360050302013","Block Group 3, Census Tract 302.01, Bronx County, New York","55417","null","18162","null",
"1500000US360050302021","Block Group 1, Census Tract 302.02, Bronx County, New York","62468","null","21112","null",
"1500000US360050302022","Block Group 2, Census Tract 302.02, Bronx County, New York","-","-","**","**",
"1500000US360050302023","Block Group 3, Census Tract 302.02, Bronx County, New York","67016","null","6226","null",
"1500000US360050302024","Block Group 4, Census Tract 302.02, Bronx County, New York","34020","null","10598","null",
"1500000US360050307011","Block Group 1, Census Tract 307.01, Bronx County, New York","173846","null","75668","null",
"1500000US360050307012","Block Group 2, Census Tract 307.01, Bronx County, New York","125288","null","35633","null",
"1500000US360050307013","Block Group 3, Census Tract 307.01, Bronx County, New York","-","-","**","**",
"1500000US360050307014","Block Group 4, Census Tract 307.01, Bronx County, New York","175417","null","91650","null",
"1500000US360050309000","Block Group 0, Census Tract 309, Bronx County, New York","-","-","**","**",
"1500000US360050309001","Block Group 1, Census Tract 309, Bronx County, New York","38971","null","13556","null",
"1500000US360050309002","Block Group 2, Census Tract 309, Bronx County, New York","250,000+","250,000+","***","***",
"1500000US360050309003","Block Group 3, Census Tract 309, Bronx County, New York","73068","null","45465","null",
"1500000US360050309004","Block Group 4, Census Tract 309, Bronx County, New York","117083","null","69575","null",
"1500000US360050310001","Block Group 1, Census Tract 310, Bronx County, New York","88517","null","12397","null",
"1500000US360050310002","Block Group 2, Census Tract 310, Bronx County, New York","125625","null","65867","null",
"1500000US360050310003","Block Group 3, Census Tract 310, Bronx County, New York","100352","null","12324","null",
"1500000US360050312001","Block Group 1, Census Tract 312, Bronx County, New York","107546","null","23547","null",
"1500000US360050312002","Block Group 2, Census Tract 312, Bronx County, New York","74620","null","43158","null",
"1500000US360050314001","Block Group 1, Census Tract 314, Bronx County, New York","92500","null","51057","null",
"1500000US360050314002","Block Group 2, Census Tract 314, Bronx County, New York","86912","null","22710","null",
"1500000US360050316001","Block Group 1, Census Tract 316, Bronx County, New York","75441","null","28258","null",
"1500000US360050316002","Block Group 2, Census Tract 316, Bronx County, New York","83571","null","56406","null",
"1500000US360050318001","Block Group 1, Census Tract 318, Bronx County, New York","132463","null","32780","null",
"1500000US360050318002","Block Group 2, Census Tract 318, Bronx County, New York","135625","null","125518","null",
"1500000US360050319000","Block Group 0, Census Tract 319, Bronx County, New York","-","-","**","**",
"1500000US360050319001","Block Group 1, Census Tract 319, Bronx County, New York","-","-","**","**",
"1500000US360050323001","Block Group 1, Census Tract 323, Bronx County, New York","101679","null","27385","null",
"1500000US360050323002","Block Group 2, Census Tract 323, Bronx County, New York","103077","null","11027","null",
"1500000US360050323003","Block Group 3, Census Tract 323, Bronx County, New York","55563","null","54313","null",
"1500000US360050323004","Block Group 4, Census Tract 323, Bronx County, New York","57049","null","52157","null",
"1500000US360050323005","Block Group 5, Census Tract 323, Bronx County, New York","-","-","**","**",
"1500000US360050324001","Block Group 1, Census Tract 324, Bronx County, New York","17849","null","14602","null",
"1500000US360050324002","Block Group 2, Census Tract 324, Bronx County, New York","35547","null","31875","null",
"1500000US360050326001","Block Group 1, Census Tract 326, Bronx County, New York","86111","null","45895","null",
"1500000US360050326002","Block Group 2, Census Tract 326, Bronx County, New York","95813","null","5916","null",
"1500000US360050326003","Block Group 3, Census Tract 326, Bronx County, New York","98750","null","37643","null",
"1500000US360050328001","Block Group 1, Census Tract 328, Bronx County, New York","36838","null","22133","null",
"1500000US360050328002","Block Group 2, Census Tract 328, Bronx County, New York","30417","null","23348","null",
"1500000US360050328003","Block Group 3, Census Tract 328, Bronx County, New York","51875","null","13485","null",
"1500000US360050328004","Block Group 4, Census Tract 328, Bronx County, New York","40313","null","22358","null",
"1500000US360050330001","Block Group 1, Census Tract 330, Bronx County, New York","-","-","**","**",
"1500000US360050330002","Block Group 2, Census Tract 330, Bronx County, New York","41401","null","18482","null",
"1500000US360050330003","Block Group 3, Census Tract 330, Bronx County, New York","41845","null","30191","null",
"1500000US360050330004","Block Group 4, Census Tract 330, Bronx County, New York","46829","null","19941","null",
"1500000US360050332011","Block Group 1, Census Tract 332.01, Bronx County, New York","-","-","**","**",
"1500000US360050332012","Block Group 2, Census Tract 332.01, Bronx County, New York","45962","null","30436","null",
"1500000US360050332013","Block Group 3, Census Tract 332.01, Bronx County, New York","24598","null","14907","null",
"1500000US360050332021","Block Group 1, Census Tract 332.02, Bronx County, New York","41538","null","23866","null",
"1500000US360050332022","Block Group 2, Census Tract 332.02, Bronx County, New York","74360","null","17469","null",
"1500000US360050332023","Block Group 3, Census Tract 332.02, Bronx County, New York","41653","null","2021","null",
"1500000US360050332024","Block Group 4, Census Tract 332.02, Bronx County, New York","11815","null","2372","null",
"1500000US360050334001","Block Group 1, Census Tract 334, Bronx County, New York","-","-","**","**",
"1500000US360050335001","Block Group 1, Census Tract 335, Bronx County, New York","250,000+","250,000+","***","***",
"1500000US360050335002","Block Group 2, Census Tract 335, Bronx County, New York","128824","null","30391","null",
"1500000US360050335003","Block Group 3, Census Tract 335, Bronx County, New York","92109","null","44092","null",
"1500000US360050336011","Block Group 1, Census Tract 336.01, Bronx County, New York","41280","null","8136","null",
"1500000US360050336012","Block Group 2, Census Tract 336.01, Bronx County, New York","44127","null","31975","null",
"1500000US360050336013","Block Group 3, Census Tract 336.01, Bronx County, New York","43400","null","9945","null",
"1500000US360050336014","Block Group 4, Census Tract 336.01, Bronx County, New York","-","-","**","**",
"1500000US360050336021","Block Group 1, Census Tract 336.02, Bronx County, New York","51400","null","20906","null",
"1500000US360050337001","Block Group 1, Census Tract 337, Bronx County, New York","-","-","**","**",
"1500000US360050337002","Block Group 2, Census Tract 337, Bronx County, New York","136042","null","45585","null",
"1500000US360050337003","Block Group 3, Census Tract 337, Bronx County, New York","108333","null","36042","null",
"1500000US360050338011","Block Group 1, Census Tract 338.01, Bronx County, New York","60785","null","4348","null",
"1500000US360050338012","Block Group 2, Census Tract 338.01, Bronx County, New York","75885","null","23062","null",
"1500000US360050338021","Block Group 1, Census Tract 338.02, Bronx County, New York","50239","null","19433","null",
"1500000US360050340001","Block Group 1, Census Tract 340, Bronx County, New York","51492","null","16432","null",
"1500000US360050340002","Block Group 2, Census Tract 340, Bronx County, New York","54583","null","16087","null",
"1500000US360050340003","Block Group 3, Census Tract 340, Bronx County, New York","59250","null","29225","null",
"1500000US360050340004","Block Group 4, Census Tract 340, Bronx County, New York","82667","null","14636","null",
"1500000US360050342001","Block Group 1, Census Tract 342, Bronx County, New York","61250","null","1198","null",
"1500000US360050342002","Block Group 2, Census Tract 342, Bronx County, New York","104659","null","42358","null",
"1500000US360050343001","Block Group 1, Census Tract 343, Bronx County, New York","95139","null","9099","null",
"1500000US360050343002","Block Group 2, Census Tract 343, Bronx County, New York","71331","null","18330","null",
"1500000US360050344001","Block Group 1, Census Tract 344, Bronx County, New York","81131","null","33942","null",
"1500000US360050344002","Block Group 2, Census Tract 344, Bronx County, New York","48558","null","29259","null",
"1500000US360050345001","Block Group 1, Census Tract 345, Bronx County, New York","69432","null","17560","null",
"1500000US360050345002","Block Group 2, Census Tract 345, Bronx County, New York","109474","null","103588","null",
"1500000US360050345003","Block Group 3, Census Tract 345, Bronx County, New York","135170","null","30474","null",
"1500000US360050348001","Block Group 1, Census Tract 348, Bronx County, New York","97970","null","55533","null",
"1500000US360050348002","Block Group 2, Census Tract 348, Bronx County, New York","23256","null","6906","null",
"1500000US360050348003","Block Group 3, Census Tract 348, Bronx County, New York","113885","null","42302","null",
"1500000US360050348004","Block Group 4, Census Tract 348, Bronx County, New York","-","-","**","**",
"1500000US360050350001","Block Group 1, Census Tract 350, Bronx County, New York","92813","null","32632","null",
"1500000US360050350002","Block Group 2, Census Tract 350, Bronx County, New York","61996","null","25116","null",
"1500000US360050351001","Block Group 1, Census Tract 351, Bronx County, New York","122625","null","28567","null",
"1500000US360050351002","Block Group 2, Census Tract 351, Bronx County, New York","70720","null","28464","null",
"1500000US360050351003","Block Group 3, Census Tract 351, Bronx County, New York","82019","null","20482","null",
"1500000US360050356001","Block Group 1, Census Tract 356, Bronx County, New York","97827","null","33927","null",
"1500000US360050356002","Block Group 2, Census Tract 356, Bronx County, New York","76724","null","31383","null",
"1500000US360050358001","Block Group 1, Census Tract 358, Bronx County, New York","-","-","**","**",
"1500000US360050358002","Block Group 2, Census Tract 358, Bronx County, New York","77540","null","10998","null",
"1500000US360050358003","Block Group 3, Census Tract 358, Bronx County, New York","-","-","**","**",
"1500000US360050358004","Block Group 4, Census Tract 358, Bronx County, New York","78318","null","27049","null",
"1500000US360050358005","Block Group 5, Census Tract 358, Bronx County, New York","74176","null","53198","null",
"1500000US360050358006","Block Group 6, Census Tract 358, Bronx County, New York","150128","null","89474","null",
"1500000US360050358007","Block Group 7, Census Tract 358, Bronx County, New York","-","-","**","**",
"1500000US360050359001","Block Group 1, Census Tract 359, Bronx County, New York","26619","null","6872","null",
"1500000US360050360001","Block Group 1, Census Tract 360, Bronx County, New York","79826","null","24582","null",
"1500000US360050360002","Block Group 2, Census Tract 360, Bronx County, New York","71161","null","14713","null",
"1500000US360050360003","Block Group 3, Census Tract 360, Bronx County, New York","87228","null","86158","null",
"1500000US360050361001","Block Group 1, Census Tract 361, Bronx County, New York","-","-","**","**",
"1500000US360050361002","Block Group 2, Census Tract 361, Bronx County, New York","20057","null","16913","null",
"1500000US360050361003","Block Group 3, Census Tract 361, Bronx County, New York","-","-","**","**",
"1500000US360050361004","Block Group 4, Census Tract 361, Bronx County, New York","42781","null","42284","null",
"1500000US360050361005","Block Group 5, Census Tract 361, Bronx County, New York","23478","null","9413","null",
"1500000US360050363001","Block Group 1, Census Tract 363, Bronx County, New York","-","-","**","**",
"1500000US360050363002","Block Group 2, Census Tract 363, Bronx County, New York","61250","null","36766","null",
"1500000US360050363003","Block Group 3, Census Tract 363, Bronx County, New York","-","-","**","**",
"1500000US360050363004","Block Group 4, Census Tract 363, Bronx County, New York","-","-","**","**",
"1500000US360050363005","Block Group 5, Census Tract 363, Bronx County, New York","14656","null","13103","null",
"1500000US360050363006","Block Group 6, Census Tract 363, Bronx County, New York","27756","null","9914","null",
"1500000US360050364001","Block Group 1, Census Tract 364, Bronx County, New York","68661","null","53997","null",
"1500000US360050364002","Block Group 2, Census Tract 364, Bronx County, New York","47000","null","46594","null",
"1500000US360050364003","Block Group 3, Census Tract 364, Bronx County, New York","80511","null","47192","null",
"1500000US360050365011","Block Group 1, Census Tract 365.01, Bronx County, New York","17115","null","17054","null",
"1500000US360050365012","Block Group 2, Census Tract 365.01, Bronx County, New York","40682","null","20780","null",
"1500000US360050365013","Block Group 3, Census Tract 365.01, Bronx County, New York","40871","null","6040","null",
"1500000US360050365021","Block Group 1, Census Tract 365.02, Bronx County, New York","31029","null","15348","null",
"1500000US360050365022","Block Group 2, Census Tract 365.02, Bronx County, New York","26875","null","11828","null",
"1500000US360050367001","Block Group 1, Census Tract 367, Bronx County, New York","67500","null","24573","null",
"1500000US360050367002","Block Group 2, Census Tract 367, Bronx County, New York","24773","null","15137","null",
"1500000US360050368001","Block Group 1, Census Tract 368, Bronx County, New York","51618","null","26219","null",
"1500000US360050368002","Block Group 2, Census Tract 368, Bronx County, New York","76731","null","20577","null",
"1500000US360050369011","Block Group 1, Census Tract 369.01, Bronx County, New York","18472","null","10667","null",
"1500000US360050369012","Block Group 2, Census Tract 369.01, Bronx County, New York","25125","null","11514","null",
"1500000US360050369021","Block Group 1, Census Tract 369.02, Bronx County, New York","14813","null","14297","null",
"1500000US360050369022","Block Group 2, Census Tract 369.02, Bronx County, New York","16667","null","3892","null",
"1500000US360050370001","Block Group 1, Census Tract 370, Bronx County, New York","75429","null","17338","null",
"1500000US360050370002","Block Group 2, Census Tract 370, Bronx County, New York","58750","null","38151","null",
"1500000US360050370003","Block Group 3, Census Tract 370, Bronx County, New York","83750","null","22360","null",
"1500000US360050371001","Block Group 1, Census Tract 371, Bronx County, New York","54453","null","22884","null",
"1500000US360050371002","Block Group 2, Census Tract 371, Bronx County, New York","-","-","**","**",
"1500000US360050371003","Block Group 3, Census Tract 371, Bronx County, New York","12303","null","5090","null",
"1500000US360050371004","Block Group 4, Census Tract 371, Bronx County, New York","48821","null","16505","null",
"1500000US360050372001","Block Group 1, Census Tract 372, Bronx County, New York","42188","null","23078","null",
"1500000US360050372002","Block Group 2, Census Tract 372, Bronx County, New York","52125","null","22603","null",
"1500000US360050373001","Block Group 1, Census Tract 373, Bronx County, New York","51615","null","20364","null",
"1500000US360050373002","Block Group 2, Census Tract 373, Bronx County, New York","-","-","**","**",
"1500000US360050373003","Block Group 3, Census Tract 373, Bronx County, New York","-","-","**","**",
"1500000US360050373004","Block Group 4, Census Tract 373, Bronx County, New York","14491","null","2999","null",
"1500000US360050374001","Block Group 1, Census Tract 374, Bronx County, New York","-","-","**","**",
"1500000US360050374002","Block Group 2, Census Tract 374, Bronx County, New York","35854","null","8592","null",
"1500000US360050374003","Block Group 3, Census Tract 374, Bronx County, New York","-","-","**","**",
"1500000US360050374004","Block Group 4, Census Tract 374, Bronx County, New York","24954","null","16149","null",
"1500000US360050375041","Block Group 1, Census Tract 375.04, Bronx County, New York","-","-","**","**",
"1500000US360050375042","Block Group 2, Census Tract 375.04, Bronx County, New York","12255","null","7102","null",
"1500000US360050375043","Block Group 3, Census Tract 375.04, Bronx County, New York","34034","null","9313","null",
"1500000US360050376001","Block Group 1, Census Tract 376, Bronx County, New York","39438","null","22550","null",
"1500000US360050376002","Block Group 2, Census Tract 376, Bronx County, New York","69286","null","37316","null",
"1500000US360050378001","Block Group 1, Census Tract 378, Bronx County, New York","58831","null","22635","null",
"1500000US360050378002","Block Group 2, Census Tract 378, Bronx County, New York","42261","null","29914","null",
"1500000US360050378003","Block Group 3, Census Tract 378, Bronx County, New York","20786","null","8544","null",
"1500000US360050379001","Block Group 1, Census Tract 379, Bronx County, New York","30987","null","19771","null",
"1500000US360050379002","Block Group 2, Census Tract 379, Bronx County, New York","-","-","**","**",
"1500000US360050379003","Block Group 3, Census Tract 379, Bronx County, New York","-","-","**","**",
"1500000US360050379004","Block Group 4, Census Tract 379, Bronx County, New York","30038","null","16633","null",
"1500000US360050379005","Block Group 5, Census Tract 379, Bronx County, New York","24957","null","12343","null",
"1500000US360050380001","Block Group 1, Census Tract 380, Bronx County, New York","51786","null","23870","null",
"1500000US360050380002","Block Group 2, Census Tract 380, Bronx County, New York","-","-","**","**",
"1500000US360050380003","Block Group 3, Census Tract 380, Bronx County, New York","20366","null","8783","null",
"1500000US360050380004","Block Group 4, Census Tract 380, Bronx County, New York","34158","null","14412","null",
"1500000US360050381001","Block Group 1, Census Tract 381, Bronx County, New York","56939","null","29957","null",
"1500000US360050381002","Block Group 2, Census Tract 381, Bronx County, New York","31667","null","3536","null",
"1500000US360050381003","Block Group 3, Census Tract 381, Bronx County, New York","47132","null","38352","null",
"1500000US360050381004","Block Group 4, Census Tract 381, Bronx County, New York","55188","null","44345","null",
"1500000US360050381005","Block Group 5, Census Tract 381, Bronx County, New York","48955","null","12518","null",
"1500000US360050381006","Block Group 6, Census Tract 381, Bronx County, New York","37064","null","20881","null",
"1500000US360050382001","Block Group 1, Census Tract 382, Bronx County, New York","53214","null","33414","null",
"1500000US360050382002","Block Group 2, Census Tract 382, Bronx County, New York","-","-","**","**",
"1500000US360050383011","Block Group 1, Census Tract 383.01, Bronx County, New York","49792","null","45485","null",
"1500000US360050383012","Block Group 2, Census Tract 383.01, Bronx County, New York","36389","null","27462","null",
"1500000US360050383013","Block Group 3, Census Tract 383.01, Bronx County, New York","47791","null","5143","null",
"1500000US360050383031","Block Group 1, Census Tract 383.03, Bronx County, New York","22576","null","5817","null",
"1500000US360050383032","Block Group 2, Census Tract 383.03, Bronx County, New York","17683","null","4547","null",
"1500000US360050383041","Block Group 1, Census Tract 383.04, Bronx County, New York","12948","null","12317","null",
"1500000US360050385001","Block Group 1, Census Tract 385, Bronx County, New York","-","-","**","**",
"1500000US360050385002","Block Group 2, Census Tract 385, Bronx County, New York","78594","null","42886","null",
"1500000US360050385003","Block Group 3, Census Tract 385, Bronx County, New York","20964","null","8628","null",
"1500000US360050385004","Block Group 4, Census Tract 385, Bronx County, New York","17821","null","7469","null",
"1500000US360050386001","Block Group 1, Census Tract 386, Bronx County, New York","113722","null","36653","null",
"1500000US360050386002","Block Group 2, Census Tract 386, Bronx County, New York","69110","null","13599","null",
"1500000US360050386003","Block Group 3, Census Tract 386, Bronx County, New York","28790","null","13416","null",
"1500000US360050386004","Block Group 4, Census Tract 386, Bronx County, New York","102808","null","44531","null",
"1500000US360050386005","Block Group 5, Census Tract 386, Bronx County, New York","90568","null","60444","null",
"1500000US360050386006","Block Group 6, Census Tract 386, Bronx County, New York","60060","null","38631","null",
"1500000US360050386007","Block Group 7, Census Tract 386, Bronx County, New York","28724","null","7612","null",
"1500000US360050386008","Block Group 8, Census Tract 386, Bronx County, New York","55406","null","30537","null",
"1500000US360050387001","Block Group 1, Census Tract 387, Bronx County, New York","37188","null","10338","null",
"1500000US360050387002","Block Group 2, Census Tract 387, Bronx County, New York","41382","null","16815","null",
"1500000US360050387003","Block Group 3, Census Tract 387, Bronx County, New York","36975","null","11469","null",
"1500000US360050388001","Block Group 1, Census Tract 388, Bronx County, New York","62083","null","16747","null",
"1500000US360050388002","Block Group 2, Census Tract 388, Bronx County, New York","73854","null","18640","null",
"1500000US360050389001","Block Group 1, Census Tract 389, Bronx County, New York","47608","null","12951","null",
"1500000US360050389002","Block Group 2, Census Tract 389, Bronx County, New York","17386","null","10290","null",
"1500000US360050389003","Block Group 3, Census Tract 389, Bronx County, New York","-","-","**","**",
"1500000US360050389004","Block Group 4, Census Tract 389, Bronx County, New York","48043","null","14259","null",
"1500000US360050389005","Block Group 5, Census Tract 389, Bronx County, New York","44201","null","25729","null",
"1500000US360050390001","Block Group 1, Census Tract 390, Bronx County, New York","46346","null","8580","null",
"1500000US360050390002","Block Group 2, Census Tract 390, Bronx County, New York","62969","null","29808","null",
"1500000US360050391001","Block Group 1, Census Tract 391, Bronx County, New York","-","-","**","**",
"1500000US360050391002","Block Group 2, Census Tract 391, Bronx County, New York","25953","null","21236","null",
"1500000US360050391003","Block Group 3, Census Tract 391, Bronx County, New York","18409","null","11829","null",
"1500000US360050391004","Block Group 4, Census Tract 391, Bronx County, New York","-","-","**","**",
"1500000US360050391005","Block Group 5, Census Tract 391, Bronx County, New York","20927","null","8001","null",
"1500000US360050391006","Block Group 6, Census Tract 391, Bronx County, New York","68225","null","20627","null",
"1500000US360050392001","Block Group 1, Census Tract 392, Bronx County, New York","51855","null","27768","null",
"1500000US360050392002","Block Group 2, Census Tract 392, Bronx County, New York","50597","null","13893","null",
"1500000US360050393001","Block Group 1, Census Tract 393, Bronx County, New York","34347","null","19464","null",
"1500000US360050393002","Block Group 2, Census Tract 393, Bronx County, New York","-","-","**","**",
"1500000US360050393003","Block Group 3, Census Tract 393, Bronx County, New York","17621","null","12139","null",
"1500000US360050393004","Block Group 4, Census Tract 393, Bronx County, New York","42525","null","40896","null",
"1500000US360050393005","Block Group 5, Census Tract 393, Bronx County, New York","12368","null","8713","null",
"1500000US360050393006","Block Group 6, Census Tract 393, Bronx County, New York","33885","null","17248","null",
"1500000US360050394001","Block Group 1, Census Tract 394, Bronx County, New York","41250","null","17289","null",
"1500000US360050394002","Block Group 2, Census Tract 394, Bronx County, New York","56147","null","10438","null",
"1500000US360050394003","Block Group 3, Census Tract 394, Bronx County, New York","85918","null","13866","null",
"1500000US360050394004","Block Group 4, Census Tract 394, Bronx County, New York","-","-","**","**",
"1500000US360050395001","Block Group 1, Census Tract 395, Bronx County, New York","-","-","**","**",
"1500000US360050395002","Block Group 2, Census Tract 395, Bronx County, New York","55357","null","52249","null",
"1500000US360050395003","Block Group 3, Census Tract 395, Bronx County, New York","-","-","**","**",
"1500000US360050395004","Block Group 4, Census Tract 395, Bronx County, New York","32870","null","15317","null",
"1500000US360050396001","Block Group 1, Census Tract 396, Bronx County, New York","36641","null","27498","null",
"1500000US360050396002","Block Group 2, Census Tract 396, Bronx County, New York","48339","null","11300","null",
"1500000US360050396003","Block Group 3, Census Tract 396, Bronx County, New York","43800","null","23158","null",
"1500000US360050396004","Block Group 4, Census Tract 396, Bronx County, New York","30417","null","24966","null",
"1500000US360050397001","Block Group 1, Census Tract 397, Bronx County, New York","19881","null","5781","null",
"1500000US360050397002","Block Group 2, Census Tract 397, Bronx County, New York","45353","null","12771","null",
"1500000US360050398001","Block Group 1, Census Tract 398, Bronx County, New York","-","-","**","**",
"1500000US360050398002","Block Group 2, Census Tract 398, Bronx County, New York","34298","null","27897","null",
"1500000US360050398003","Block Group 3, Census Tract 398, Bronx County, New York","54966","null","24333","null",
"1500000US360050399011","Block Group 1, Census Tract 399.01, Bronx County, New York","36583","null","17329","null",
"1500000US360050399012","Block Group 2, Census Tract 399.01, Bronx County, New York","28911","null","28599","null",
"1500000US360050399013","Block Group 3, Census Tract 399.01, Bronx County, New York","48167","null","27095","null",
"1500000US360050399014","Block Group 4, Census Tract 399.01, Bronx County, New York","36701","null","25659","null",
"1500000US360050399015","Block Group 5, Census Tract 399.01, Bronx County, New York","-","-","**","**",
"1500000US360050399021","Block Group 1, Census Tract 399.02, Bronx County, New York","40512","null","4950","null",
"1500000US360050399022","Block Group 2, Census Tract 399.02, Bronx County, New York","-","-","**","**",
"1500000US360050399023","Block Group 3, Census Tract 399.02, Bronx County, New York","52701","null","5094","null",
"1500000US360050399024","Block Group 4, Census Tract 399.02, Bronx County, New York","39188","null","18396","null",
"1500000US360050399025","Block Group 5, Census Tract 399.02, Bronx County, New York","48750","null","28524","null",
"1500000US360050401001","Block Group 1, Census Tract 401, Bronx County, New York","29153","null","17503","null",
"1500000US360050401002","Block Group 2, Census Tract 401, Bronx County, New York","33015","null","20087","null",
"1500000US360050401003","Block Group 3, Census Tract 401, Bronx County, New York","26135","null","3741","null",
"1500000US360050401004","Block Group 4, Census Tract 401, Bronx County, New York","56218","null","45411","null",
"1500000US360050401005","Block Group 5, Census Tract 401, Bronx County, New York","-","-","**","**",
"1500000US360050403021","Block Group 1, Census Tract 403.02, Bronx County, New York","41335","null","7421","null",
"1500000US360050403022","Block Group 2, Census Tract 403.02, Bronx County, New York","36542","null","9303","null",
"1500000US360050403023","Block Group 3, Census Tract 403.02, Bronx County, New York","-","-","**","**",
"1500000US360050403031","Block Group 1, Census Tract 403.03, Bronx County, New York","27029","null","13113","null",
"1500000US360050403032","Block Group 2, Census Tract 403.03, Bronx County, New York","68889","null","13884","null",
"1500000US360050403033","Block Group 3, Census Tract 403.03, Bronx County, New York","24236","null","9014","null",
"1500000US360050403041","Block Group 1, Census Tract 403.04, Bronx County, New York","23810","null","23696","null",
"1500000US360050403042","Block Group 2, Census Tract 403.04, Bronx County, New York","38929","null","19966","null",
"1500000US360050403043","Block Group 3, Census Tract 403.04, Bronx County, New York","18000","null","10059","null",
"1500000US360050404001","Block Group 1, Census Tract 404, Bronx County, New York","96250","null","28768","null",
"1500000US360050404002","Block Group 2, Census Tract 404, Bronx County, New York","37619","null","35289","null",
"1500000US360050404003","Block Group 3, Census Tract 404, Bronx County, New York","79904","null","16663","null",
"1500000US360050405011","Block Group 1, Census Tract 405.01, Bronx County, New York","36285","null","22189","null",
"1500000US360050405012","Block Group 2, Census Tract 405.01, Bronx County, New York","36712","null","15424","null",
"1500000US360050405013","Block Group 3, Census Tract 405.01, Bronx County, New York","45027","null","14392","null",
"1500000US360050405021","Block Group 1, Census Tract 405.02, Bronx County, New York","46328","null","12428","null",
"1500000US360050405022","Block Group 2, Census Tract 405.02, Bronx County, New York","46241","null","5970","null",
"1500000US360050405023","Block Group 3, Census Tract 405.02, Bronx County, New York","41172","null","31873","null",
"1500000US360050405024","Block Group 4, Census Tract 405.02, Bronx County, New York","-","-","**","**",
"1500000US360050405025","Block Group 5, Census Tract 405.02, Bronx County, New York","-","-","**","**",
"1500000US360050405026","Block Group 6, Census Tract 405.02, Bronx County, New York","48205","null","34399","null",
"1500000US360050406001","Block Group 1, Census Tract 406, Bronx County, New York","41845","null","35053","null",
"1500000US360050406002","Block Group 2, Census Tract 406, Bronx County, New York","33026","null","26557","null",
"1500000US360050406003","Block Group 3, Census Tract 406, Bronx County, New York","48790","null","19014","null",
"1500000US360050407011","Block Group 1, Census Tract 407.01, Bronx County, New York","25724","null","18973","null",
"1500000US360050407012","Block Group 2, Census Tract 407.01, Bronx County, New York","35714","null","25181","null",
"1500000US360050407013","Block Group 3, Census Tract 407.01, Bronx County, New York","44173","null","4021","null",
"1500000US360050407021","Block Group 1, Census Tract 407.02, Bronx County, New York","-","-","**","**",
